timestamp_ms,accel_x,accel_y,accel_z,temperatura,humedad,label
370679,10.1669,0.0359,-0.17,30.3,68.1,2
370690,9.5513,0.103,-0.3137,30.3,68.1,2
370701,8.8831,0.2179,-0.4431,30.3,68.1,2
370712,8.4233,0.6993,-0.5053,30.3,68.1,2
370723,8.1598,1.3268,-0.6586,30.3,68.1,2
370734,7.7886,1.6142,-1.2526,30.3,68.1,2
370745,7.6641,1.8801,-1.8897,30.3,68.1,2
370756,7.5467,1.8058,-2.5363,30.3,68.1,2
370767,7.9539,1.9136,-3.1471,30.3,68.1,2
370778,7.9323,1.7651,-3.5973,30.3,68.1,2
370789,7.6856,1.4634,-1.3173,30.3,68.1,2
370800,7.8054,1.7771,-1.904,30.3,68.1,2
370811,7.8341,1.7532,-2.6106,30.3,68.1,2
370822,7.9251,1.5663,-3.1997,30.3,68.1,2
370833,8.2844,1.8346,-3.7746,30.3,68.1,2
370844,8.2437,1.4849,-4.3206,30.3,68.1,2
370855,8.7562,1.1137,-4.5553,30.3,68.1,2
370866,9.1993,0.7808,-4.893,30.3,68.1,2
370877,9.2424,0.1245,-5.3888,30.3,68.1,2
370888,9.4939,-0.3353,-5.1301,30.3,68.1,2
370899,9.8316,-0.3856,-4.5889,30.3,68.1,2
370915,11.3811,-0.4598,-2.1028,30.3,68.1,2
370926,10.3369,-0.3377,-4.4811,30.3,68.1,2
370937,10.495,-0.7712,-3.7793,30.3,68.1,2
370948,10.9596,-0.7065,-2.9698,30.3,68.1,2
370959,11.2542,-0.558,-2.2633,30.3,68.1,2
370970,11.3548,-0.3593,-1.6478,30.3,68.1,2
370981,11.8985,0.0383,-1.049,30.3,68.1,2
370992,11.9224,-0.1892,-0.2898,30.3,68.1,2
371003,11.8051,-0.4383,0.0311,30.3,68.1,2
371014,11.3548,-0.4215,0.3161,30.3,68.1,2
371025,10.8997,-0.3904,0.4527,30.3,68.1,2
371036,10.1908,-0.1724,0.2658,30.3,68.1,2
371047,9.6423,0.0096,0.0766,30.3,68.1,2
371058,8.7586,0.0311,-0.1653,30.3,68.1,2
371069,10.9404,-0.3952,0.2706,30.3,68.1,2
371080,10.0998,-0.3616,0.2203,30.3,68.1,2
371091,9.7645,-0.1102,0.3329,30.3,68.1,2
371102,9.1322,0.1629,0.0695,30.3,68.1,2
371113,8.6293,0.2371,-0.3784,30.3,68.1,2
371124,8.088,0.4455,-0.788,30.3,68.1,2
371135,7.4796,0.685,-1.8058,30.3,68.1,2
371146,7.3767,0.8454,-2.4765,30.3,68.1,2
371157,7.5946,1.1448,-3.1423,30.3,68.1,2
371168,7.8341,1.1352,-3.5758,30.3,68.1,2
371179,8.0089,0.9844,-4.0524,30.3,68.1,2
371190,8.5718,0.8454,-4.6871,30.3,68.1,2
371201,10.0519,1.8011,-3.4512,30.3,68.1,2
371212,10.5213,1.2526,-1.0945,30.3,68.1,2
371223,11.0865,1.0993,-1.7723,30.3,68.1,2
371234,10.0327,0.2156,-2.1507,30.3,68.1,2
371245,10.574,0.3616,-2.8165,30.3,68.1,2
371256,10.8375,-0.2299,-3.1926,30.3,68.1,2
371267,9.9489,-0.103,-3.3123,30.3,68.1,2
371278,9.9729,-0.2371,-3.6931,30.3,68.1,2
371289,9.6471,-0.3473,-3.8943,30.3,68.1,2
371300,9.4052,-0.8862,-3.9997,30.3,68.1,2
371311,8.9981,-1.2598,-4.2057,30.3,68.1,2
371322,8.8903,-1.2837,-4.2128,30.3,68.1,2
371333,8.9334,-0.8263,-3.7171,30.3,68.1,2
371344,9.0771,-0.8047,-3.3219,30.3,68.1,2
371355,9.0484,-1.0155,-4.141,30.3,68.1,2
371366,8.6556,-0.4982,-3.9973,30.3,68.1,2
371383,8.7322,-0.2994,-4.3134,30.3,68.1,2
371394,9.2424,-0.1389,-3.9781,30.3,68.1,2
371405,9.2136,-0.1677,-3.7937,30.3,68.1,2
371416,9.5489,-0.4311,-3.6452,30.3,68.1,2
371427,9.6256,-0.4814,-3.2716,30.3,68.1,2
371438,9.8435,-0.1868,-2.874,30.3,68.1,2
371449,9.9992,-0.2682,-2.2322,30.3,68.1,2
371460,10.2195,-0.1317,-1.6047,30.3,68.1,2
371471,10.3704,-0.1245,-1.0586,30.3,68.1,2
371482,10.3561,-0.1102,-0.6946,30.3,68.1,2
371493,10.0279,-0.3281,-2.3998,30.3,68.1,2
371504,10.0327,-0.4215,-1.7651,30.3,68.1,2
371515,10.1142,-0.1126,-1.2334,30.3,68.1,2
371526,10.2531,-0.1413,-0.6946,30.3,68.1,2
371537,10.3609,-0.0982,-0.5125,30.3,68.1,2
371548,10.3968,0.2227,-0.3521,30.3,68.1,2
371559,10.6866,0.7089,-0.0623,30.3,68.1,2
371570,10.4567,0.8838,0.1748,30.3,68.1,2
371581,10.3153,1.0346,0.0455,30.3,68.1,2
371592,10.277,0.5509,-0.194,30.3,68.1,2
371603,9.9872,0.3976,-0.7161,30.3,68.1,2
371614,9.4244,0.4742,-1.3652,30.3,68.1,2
371625,9.0771,0.0335,-2.0956,30.3,68.1,2
371636,9.8627,0.6371,0.0216,30.3,68.1,2
371647,9.5489,0.206,-0.491,30.3,68.1,2
371658,9.5226,0.1198,-0.9125,30.3,68.1,2
371669,9.2663,0.1988,-1.4777,30.3,68.1,2
371680,9.046,0.0024,-1.9903,30.3,68.1,2
371691,8.6772,0.0958,-2.5842,30.3,68.1,2
371702,8.955,-0.103,-3.0489,30.3,68.1,2
371713,8.8807,-0.7137,-3.274,30.3,68.1,2
371724,8.7346,-0.8766,-3.7099,30.3,68.1,2
371735,8.8376,-1.0083,-4.2009,30.3,68.1,2
371746,8.6652,-0.7449,-4.9385,30.3,68.1,2
371757,8.8735,-0.4694,-5.3122,30.3,68.1,2
371768,9.1849,-0.6395,-4.7805,30.3,68.1,2
371779,8.646,-0.8454,-4.0164,30.3,68.1,2
371790,8.7083,-0.855,-4.6583,30.3,68.1,2
371801,8.5861,-0.6586,-4.984,30.3,68.1,2
371812,8.8256,-0.3137,-5.1062,30.3,68.1,2
371823,9.3023,-0.3808,-4.3685,30.3,68.1,2
371834,9.501,-0.6586,-3.8799,30.3,68.1,2
371845,10.1022,-0.2467,-3.5327,30.3,68.1,2
